budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
22000000,Horror,http://www.thenunmovie.com/,439079,"rome, italy, nun, supernatural, exorcism, father, priest, spirit, demon, spin off, evil nun, demonic possession, romania, murder mystery, ancient evil, the conjuring universe",en,The Nun,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,68.18,"New Line Cinema, Atomic Monster, The Safran Company",US,2018-09-05,366082797,96,"la, fr, en, zh, ro",Released,Pray for forgiveness,The Nun,5.891,6729
750000,"Action, Romance, Animation",,317442,"martial arts, ninja, martial artist, shounen, anime",ja,THE LAST -NARUTO THE MOVIE-,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",68.156,"Aniplex, Pierrot, Bandai Visual, dentsu, Shueisha, TV Tokyo",JP,2014-12-06,19840000,114,ja,Released,,The Last: Naruto the Movie,7.444,2294
43000000,"Fantasy, Adventure, Family",http://www.focusfeatures.com/amonstercalls,258230,"dreams, monster, based on novel or book, nightmare, grandparent grandchild relationship, truth, tree, artist, bullying, terminal illness, bully, cancer, disease, grandmother",en,A Monster Calls,"A boy imagines a monster that helps him deal with his difficult life and see the world in a different way. Conor, a twelve-year-old boy, encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.",68.099,"River Road Entertainment, Participant, Apaches Films, La Trini, A Monster Calls AIE, Telecinco Cinema, Summit Entertainment, Focus Features","ES, US",2016-10-07,47300000,108,en,Released,Stories are wild creatures.,A Monster Calls,7.287,3359
0,Drama,,1337395,"softcore, lgbt, lesbian, girls love, sexy, adult",tl,Kiskisan,"A steamy tale of love, lust, and betrayal. When Adele's sister Bea returns with her girlfriend Cheska, a secret affair begins between Cheska and Adele's boyfriend, Rener, leading to a climactic ending when they're caught.",68.019,Vivamax,PH,2024-09-26,0,60,tl,Released,,Kiskisan,5.0,1
61000000,"Drama, Action, Thriller",https://www.mim-essay.com/,7485,"sniper, wyoming, usa, philadelphia, pennsylvania, assassination, based on novel or book, kidnapping, fbi, ethiopia, senator, kentucky, president, tennessee, on the run, conspiracy, gunsmith, dog, ex-marine, patriot, u.s. marine, military veteran, contractor, framed for murder, secluded cabin, archbishop, langley virginia, ex military, war widow, army colonel, manhunt, death of friend, fbi agent, bozeman montana, gunnery sergeant, fugitive suspect, assassination plot, marine sniper, spotter",en,Shooter,"A top Marine sniper, Bob Lee Swagger, leaves the military after a mission goes horribly awry and disappears, living in seclusion. He is coaxed back into service after a high-profile government official convinces him to help thwart a plot to kill the President of the United States. Ultimately double-crossed and framed for the attempt, Swagger becomes the target of a nationwide manhunt. He goes on the run to track the real killer and find out who exactly set him up, and why, eventually seeking revenge against some of the most powerful and corrupt leaders in the free world.",67.896,"Paramount Pictures, di Bonaventura Pictures, Grosvenor Park Impact Productions",US,2007-03-22,95700000,124,en,Released,Yesterday was about honor. Today is about justice.,Shooter,7.12,4979
200000000,"Action, Adventure, Science Fiction",https://www.marvel.com/movies/iron-man-3,68721,"california, war on terror, superhero, malibu, based on comic, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu), christmas, america",en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",67.834,Marvel Studios,US,2013-04-18,1215577205,130,en,Released,Unleash the power behind the armor.,Iron Man 3,6.928,22346
21000000,"Comedy, Romance",,10591,"high school, porn actor, pornographic video, school party, blonde, sexual attraction, porn industry, sex comedy, girl next door, sex video",en,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",67.806,"Epsilon Motion Pictures, Regency Enterprises, New Regency Pictures, Daybreak, 20th Century Fox","CH, US",2004-04-09,31635150,110,en,Released,Matt never saw her coming... but all his friends had!,The Girl Next Door,6.721,3601
100000000,"Drama, Science Fiction, Action, Adventure, Thriller, War",https://hungergames.movie/,695721,"daughter, based on novel or book, arena, fight, mentor, dystopia, riot, exploration, president, prequel, survival, murder, snow, creature, battle, fight to the death, curious, young adult, reflective, origin story, based on young adult novel, provocative, death game, teenager, critical, admiring, assertive",en,The Hunger Games: The Ballad of Songbirds & Snakes,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",67.777,"Lionsgate, Color Force, about:blank, Studio Babelsberg","DE, US",2023-11-15,337371917,157,en,Released,Everyone hungers for something.,The Hunger Games: The Ballad of Songbirds & Snakes,7.045,2891
0,"Romance, Drama",https://www.brennfilm.com/swingers.html,93685,"husband wife relationship, sexploitation, swinger",nl,Swingers,"Despite Diana's insecure nature, she and her husband Julian agree with the idea to sexually experiment with another couple. They put out an ad on the net to which the well experienced Alex and Timo react. We follow Diana and Julian as they prepare for the arrival of Alex and Timo, who they have invited to their home for the weekend. Diana is nervous. As soon as she is confronted with the self-confident and ravishingly sexy Alex, her insecurity increases even more. Timo seems disinterested, a sharp contrast to the boyish excitement of Julian. But as night falls and their sexual exploration begins, we notice Timo may not be as casual as he initially seemed and Diana on the other hand contains hidden strength. And so we realize there's more to 'Swingers' than just sex. Swingers: could your relationship stand the test?",67.708,"BrennFilm, Rebel Film BV",NL,2002-10-01,0,93,nl,Released,,Swingers,5.8,58
55000000,"Romance, Drama",https://www.amazon.com/salp/challengers,937287,"infidelity, husband wife relationship, love triangle, sports, tennis, competition, eroticism, atlanta, tennis player, male friendship, rivalry, interracial marriage, tennis court, ex-boyfriend ex-girlfriend relationship, knee injury, new rochelle, new york, aggressive, prodigy, tennis pro, 2000s, codependency, 2010s, gay theme, female coach, psychosexual, sports drama, power dynamics, tense, disgusted",en,Challengers,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Major champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.",67.671,"Pascal Pictures, Why Are You Acting? Productions, Frenesy Film, Metro-Goldwyn-Mayer","IT, US",2024-04-18,94182533,132,"en, ro",Released,Her game. Her rules.,Challengers,7.0,2023
0,"Animation, Science Fiction, Action",https://www.warnerbros.com/movies/justice-league-crisis-infinite-earths-part-three,1209290,"superhero, based on comic, end of the world, superhero team, parallel universe",en,Justice League: Crisis on Infinite Earths Part Three,"Now fully revealed as the ultimate threat to existence, the Anti-Monitor wages an unrelenting attack on the surviving Earths that struggle for survival in a pocket universe. One by one, these worlds and all their inhabitants are vaporized! On the planets that remain, even time itself is shattered, and heroes from the past join the Justice League and their rag-tag allies against the epitome of evil. But as they make their last stand, will the sacrifice of the superheroes be enough to save us all?",67.617,"Warner Bros. Animation, DC Entertainment",US,2024-07-15,0,99,en,Released,,Justice League: Crisis on Infinite Earths Part Three,7.3,255
150000000,"Adventure, Action, Thriller, Science Fiction",https://www.warnerbros.com/movies/matrix-reloaded,604,"dying and death, future, mission, man vs machine, underground world, martial arts, kung fu, hero, dreams, artificial intelligence (a.i.), computer, saving the world, computer virus, virtual reality, fight, prophecy, faith, truth, key, dystopia, plato, precognition, rave, car crash, cyberpunk, philosophical, action hero, gnosticism, oracle, grand, romantic, awestruck, defiant, sardonic",en,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",67.592,"Village Roadshow Pictures, Silver Pictures, NPV Entertainment",US,2003-05-15,738599701,138,"en, fr",Released,Free your mind.,The Matrix Reloaded,7.054,11117
79000000,"Horror, Thriller",http://www.it-movie.net/,474350,"based on novel or book, clown, carnival, sequel, remake, maine, creature, fear, lgbt, ancient evil, loss of a friend",en,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",67.534,"New Line Cinema, Vertigo Entertainment, Double Dream, Rideback",US,2019-09-04,473123154,169,en,Released,It ends,It Chapter Two,6.84,8835
68000000,"Adventure, Fantasy, Drama, Romance",http://eclipsethemovie.com,24021,"based on novel or book, immortality, vampire, bite, graduation, teen movie, werewolf, based on young adult novel, supernatural power, vampire human love",en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",67.486,"Summit Entertainment, Temple Hill Entertainment, Imprint Entertainment, Maverick Films, Sunswept Entertainment",US,2010-06-23,698491347,124,en,Released,It all begins... with a choice.,The Twilight Saga: Eclipse,6.204,8818
