budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
40000000,"Animation, Family, Fantasy",https://movies.disney.com/the-little-mermaid,10144,"witch, princess, sea, daughter, kingdom, fireworks, cartoon, mermaid, prince, villain, musical, crab, fish out of water, misunderstanding, single father, female villain, based on fairy tale, true love, bargain, trident, father daughter relationship, wonder, vibrant",en,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,63.424,"Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Feature Animation",US,1989-11-17,211343479,83,"en, fr",Released,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,The Little Mermaid,7.4,7963
145000000,"Animation, Family, Comedy, Adventure",,80321,"friendship, circus, lion, zoo, hippopotamus, giraffe, penguin, cartoon, villain, zebra, slapstick comedy, madagascar, animals, lemur, talking animal",en,Madagascar 3: Europe's Most Wanted,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",60.425,"DreamWorks Animation, Paramount Pictures, Pacific Data Images",US,2012-06-06,746921274,93,en,Released,They Have One Shot to Get Back Home.,Madagascar 3: Europe's Most Wanted,6.6,6200
13000000,"Action, Thriller",https://myflixerru.onl/,949484,,en,Hounds of War,"After a mission goes wrong, only one of a group of mercenaries is left alive to avenge his fallen brothers.",67.033,Juggernaut Productions,US,2024-08-29,126540,94,en,Released,Here comes revenge.,Hounds of War,6.342,139
25000000,"Drama, History",http://www.hiddenfigures.com,381284,"nasa, mathematics, sexism, biography, racial segregation, racism, historical fiction, scientist, space race, discrimination, 1960s, space program, african american history, apologetic, arrogant, authoritarian, callous, condescending, disrespectful, earnest, frustrated",en,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",99.673,"Fox 2000 Pictures, Levantine Films, Chernin Entertainment",US,2016-12-10,235957472,127,en,Released,"Meet the women you don't know, behind the mission you do.",Hidden Figures,8.056,9817
178000000,"Action, Adventure, Science Fiction, Fantasy",https://family.20thcenturystudios.com/movies/x-men-apocalypse,246655,"hero, superhero, mutant, based on comic, superhuman, super power, superhero team, world domination, aftercreditsstinger, 1980s, appreciative",en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",80.166,"The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox, Marvel Entertainment, TSG Entertainment",US,2016-05-18,543934787,144,"ar, en, de, pl, ru, sw",Released,Only the strong will survive.,X-Men: Apocalypse,6.513,13069
5000000,Comedy,,554596,,es,"No manches, Frida 2: paraíso destruido","Zequi and Lucy are about to get married. Although he promises not to overdo it during the bachelor party, things get out of control.",71.434,"Epoca Films, Neverending Media, Pantelion Films, Videocine",MX,2019-03-15,26500000,102,es,Released,,"No manches, Frida 2: paraíso destruido",7.9,888
0,"Science Fiction, Thriller, Horror",,854887,"submarine, deep sea, underwater, sea monster, ocean floor, cosmic horror, underwater threat, otherworldly beings",en,Gods of the Deep,"When a daring mission leads a deep sea submarine team into a mysterious opening on the ocean floor, they uncover a lost underwater world and awaken its ancient race of otherworldly beings.",71.359,"Ace Entertainment Films, Dark Temple Motion Pictures","GB, US",2023-12-04,0,80,en,Released,A new depth of fear.,Gods of the Deep,5.132,57
104000000,"Action, Science Fiction, Adventure",https://www.dc.com/bluebeetle,565770,"armor, superhero, family relationships, family, high tech, job hunting, mexican american, aftercreditsstinger, duringcreditsstinger, immigrant family, college graduate, dc extended universe (dceu), alien technology, brother sister relationship, latino",en,Blue Beetle,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",71.293,"Warner Bros. Pictures, The Safran Company, DC Films",US,2023-08-16,130788072,128,"en, pt, es",Released,Jaime Reyes is a superhero whether he likes it or not.,Blue Beetle,6.716,2699
15000000,"Horror, Thriller",https://www.evildeadrisemovie.com,713704,"sibling relationship, pregnancy, earthquake, gore, sequel, los angeles, california, demon, evil, necronomicon, reboot, demonic possession, motherhood, aggressive, sisterhood, sister sister relationship, mischievous, body horror, apartment, furious, tense, intense, harsh",en,Evil Dead Rise,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",71.151,"New Line Cinema, Pacific Renaissance Pictures, Renaissance Pictures, Ghost House Pictures, Wild Atlantic Pictures","IE, NZ, US",2023-04-12,146700000,96,en,Released,Mommy loves you to death.,Evil Dead Rise,6.9,3195
25000000,"Action, Adventure, Science Fiction",https://a24films.com/films/everything-everywhere-all-at-once,545611,"mother, martial arts, kung fu, philosophy, generations conflict, chinese woman, surrealism, laundromat, chinese, east asian lead, divorce, family, lgbt, hot dog, asian woman, chinese immigrant, imaginative, mother daughter relationship, action comedy, loving, asian american, intergenerational trauma, internal revenue service, interdimensional travel, hilarious, 瞬息全宇宙",en,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",71.079,"IAC Films, AGBO, Ley Line Entertainment, Year of the Rat",US,2022-03-24,139200000,140,"cn, zh, en",Released,The universe is so much bigger than you realize.,Everything Everywhere All at Once,7.8,6799
9000000,"Horror, Mystery, Thriller",https://www.immaculate.film,1041613,"nun, italy, pregnancy, priest, female protagonist, church, convent (nunnery), dark secret, shocking, unassuming, religious horror, body horror",en,Immaculate,"An American nun embarks on a new journey when she joins a remote convent in the Italian countryside. However, her warm welcome quickly turns into a living nightmare when she discovers her new home harbours a sinister secret and unspeakable horrors.",70.976,"Black Bear Pictures, Fifty-Fifty Films, Middle Child Films",US,2024-03-20,35340015,89,en,Released,Not every intervention is divine.,Immaculate,6.2,1345
0,Action,,360778,pink film,ja,くノ一忍法帖 IV 忠臣蔵秘抄,"The female ninjas have to stop an alliance from carrying out their dastardly deeds, which includes bizarre ninjitsu sex magic to aid them in their quest.",70.909,,JP,1994-03-24,0,79,ja,Released,,Female Ninjas Magic Chronicles 4: Rebel Forces at the Threshold,3.3,3
0,"Animation, Drama, Fantasy",https://www.sardinhaemlata.com/os-demonios-do-meu-avo-featurefilm?lang=en,588555,"workaholic, family secrets, stop motion, rural life, grandfather granddaughter relationship",pt,Os Demónios do Meu Avô,"Rosa's life, a highly valued professional, is turned upside down when her grandfather Marcelino dies.",70.715,"Sardinha em Lata, Basque Films, TVG, Midralgar, Caretos Film","FR, PT, ES",2022-09-21,0,85,"en, pt",Released,,My Grandfather's Demons,5.8,60
150000000,"Adventure, Fantasy, Action",https://www.marvel.com/movies/thor,10195,"new mexico, superhero, redemption, banishment, based on comic, brother against brother, norse mythology, aftercreditsstinger, marvel cinematic universe (mcu), worlds collide, god of thunder, fantasy, egotistical",en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",70.628,"Marvel Studios, Marvel Entertainment",US,2011-04-21,449326618,115,en,Released,Courage is immortal.,Thor,6.8,21327
65000000,"Action, Adventure, War",http://300themovie.warnerbros.com,1271,"epic, army, narration, gore, based on comic, sword fight, massacre, ancient world, based on graphic novel, ancient greece, warrior, ancient warfare, sparta greece, 5th century bc, war, bloody death, sparta, spartans, battle of thermopylae, god king, battle axe, amused, audacious",en,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",70.544,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films","GB, US",2007-03-07,456082343,116,en,Released,Prepare for glory!,300,7.186,13838
40000000,"Comedy, Crime, Mystery",https://www.lionsgate.com/movies/knives-out,546554,"immigrant, detective, massachusetts, investigation, big family, mansion, whodunit, family home, murder mystery, neo-noir, privilege, absurd, suspenseful",en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",70.348,"Lionsgate, MRC, T-Street",US,2019-11-27,312897920,131,"es, en",Released,"Hell, any of them could have done it.",Knives Out,7.845,12619
4800000,"Action, Crime, Thriller, Drama",https://www.lionsgate.com/movies/kill,1160018,"train, one man army, relationship, train robbery, aggressive, action hero, high octane",hi,किल,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on, one by one.",70.321,"Sikhya Entertainment, Dharma Productions",IN,2024-07-03,5600000,105,hi,Released,The end of the line starts here.,Kill,7.132,337
0,"Crime, Thriller, Action",https://www.lionsgate.com/movies/1992,413846,"looting, race politics, street riots, based on true story, racial tension, 1990s, los angeles riots, racial injustice",en,1992,"In 1992, Mercer is desperately trying to rebuild his life and his relationship with his son amidst the turbulent Los Angeles uprising following the Rodney King verdict. Across town, another father and son put their own strained relationship to the test as they plot a dangerous heist to steal catalytic converters, which contain valuable platinum from the factory where Mercer works. As tensions rise and chaos erupts, both families reach their boiling points when their worlds collide.",70.267,"Trident Films, Death Row Pictures, Sumatra Films, Lionsgate",US,2024-08-29,2,96,en,Released,Every city has a breaking point.,1992,6.871,93
130000000,"Drama, Action, Adventure, History, War",,1495,"epic, blacksmith, muslim, crusade, jerusalem, catapult, swordsman, battlefield, knight, religion, order of the templars, epic battle, desert battle, knight templars, 12th century, saladin, suspicious, christian, dramatic, egotistical, ambiguous, antagonistic, audacious, authoritarian, complicated, derogatory, dubious, melodramatic, sword battle",en,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",69.931,"Scott Free Productions, BK, KOH, Reino del Cielo, Inside Track 3, 20th Century Fox, Babelsberg Film","DE, ES, GB, US",2005-05-03,218100001,144,"ar, en, it, la",Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,6.971,4365
15000000,"Science Fiction, Action, Adventure, Thriller",https://www.20thcenturystudios.com/movies/predator,106,"guerrilla warfare, central and south america, predator, trap, alien, survival, stalking, creature, alien invasion, invisible, commando, prey, furious, violence, suspenseful, hilarious",en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,69.784,"20th Century Fox, Lawrence Gordon Productions, Silver Pictures, Davis Entertainment, Amercent Films, American Entertainment Partners L.P.",US,1987-06-12,98267558,107,"en, es",Released,Soon the hunt will begin.,Predator,7.53,8223
200000000,"Action, Adventure, Science Fiction",http://www.sonypictures.com/movies/2012,14161,"race against time, maya civilization, civilization, natural disaster, earthquake, end of the world, disaster, apocalypse, destruction, volcanic eruption, flood, disaster movie, ark, solar, anxious, 2010s, cautionary, dramatic, tense",en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",69.694,"Columbia Pictures, Centropolis Entertainment, Farewell Productions, The Mark Gordon Company",US,2009-10-10,791217826,158,"zh, en, fr, de, hi, it, la, pt, ru, es, bo",Released,We Were Warned.,2012,5.849,12038
180000000,"Action, Science Fiction, Adventure",https://www.warnerbros.com/movies/pacific-rim,68726,"monster, dystopia, giant monster, pacific, alaska, giant robot, apocalypse, hong kong, robot, alien invasion, kaiju, duringcreditsstinger, monster movie",en,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",69.692,"Double Dare You, Legendary Pictures",US,2013-07-11,411000000,131,"cn, en, ja, ru",Released,"To fight monsters, we created monsters.",Pacific Rim,6.908,12557
100000000,"Animation, Family, Fantasy, Action, Adventure",https://movies.disney.com/raya-and-the-last-dragon,527774,"kung fu, sword, warrior woman, female protagonist, dragon, vietnamese, south asian, warrior",en,Raya and the Last Dragon,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",69.617,"Walt Disney Pictures, Walt Disney Animation Studios",US,2021-03-03,130423032,107,en,Released,A quest to save her world.,Raya and the Last Dragon,7.842,6857
0,"Action, Drama, History",https://www.netflix.com/title/81672158,1075676,"japanese invasion of korea, joseon dynasty (1392–1910)",ko,"전,란","In the Joseon Dynasty, two friends who grew up together — one the master and one the servant — reunite post-war as enemies on opposing sides.",69.59,"Moho Film, Semicolon Studio",KR,2024-10-02,0,126,"ko, ja",Released,"An era of chaos, a battle against destiny",Uprising,7.0,153
18500000,"Action, Thriller, Science Fiction",https://www.20thcenturystudios.com/movies/aliens,679,"android, space marine, extraterrestrial technology, spaceman, space travel, settler, colony, cryogenics, vacuum, space colony, warrior woman, alien, space, female protagonist, creature, desolate, female hero, xenomorph, desolate planet, exhilarated",en,Aliens,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",69.438,"SLM Production Group, 20th Century Fox, Brandywine Productions",US,1986-07-18,183316455,137,en,Released,This time it's war.,Aliens,7.952,9947
80000000,"Comedy, Action, Crime",https://tv.apple.com/movie/umc.cmc.c3xhu25rw4jxxxzq4oio6snu,877817,"hotel room, dark comedy, lone wolf, drugs, buddy comedy, fixer, drug kingpin, intense, arrogant, brisk, job gone wrong",en,Wolfs,"Hired to cover up a high-profile crime, a fixer soon finds his night spiralling out of control when he's forced to work with an unexpected counterpart.",74.549,"Smoke House Pictures, Plan B Entertainment, Apple Studios",US,2024-09-20,0,108,"hr, en",Released,They're not partners. They're not friends. They're wolfs.,Wolfs,6.545,977
85000000,"Animation, Family, Fantasy, Adventure, Comedy, Romance",,11970,"peasant, hades, cartoon, villain, musical, pegasus, zeus, ancient greece, aftercreditsstinger, olympus, hercules, worth, playful, hopeful",en,Hercules,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",64.41,"Walt Disney Pictures, Walt Disney Feature Animation",US,1997-06-13,252712101,93,"en, es, el",Released,The man. The myth. The movie.,Hercules,7.5,7492
69000000,"Comedy, Action, Crime",,339846,"drug dealer, sea, beach, yacht, life-saver, lifeguard, rookie, vigilantism",en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",53.653,"Uncharted, Paramount Pictures, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance Media, The Montecito Picture Company",US,2017-05-25,177900000,116,en,Released,"Don't worry, summer is coming",Baywatch,6.1,8109
92000000,"Action, War, History",,855,"based on novel or book, ambush, chaos, militia, prisoner of war, wound, somalia, warlord, famine, arms dealer, based on true story, delta force, gunfight, combat, us military, 1990s, helicopter crash, mogadishu, rescue operation, peacekeeper, soldiers, street shootout",en,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",87.647,"Jerry Bruckheimer Films, Revolution Studios, Scott Free Productions","GB, US",2001-12-28,172989651,145,"en, so",Released,Leave no man behind.,Black Hawk Down,7.39,5815
90000000,"Animation, Comedy, Family, Adventure",http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,8355,"insanity, ice age, villain, bridge, sequel, jungle, prehistory, dinosaur, creature, birth, duringcreditsstinger",en,Ice Age: Dawn of the Dinosaurs,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",55.889,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",US,2009-06-26,886686817,94,en,Released,You won't believe your ice!,Ice Age: Dawn of the Dinosaurs,6.756,8379
150000000,"Drama, Science Fiction, Thriller",http://iamlegend.warnerbros.com,6479,"new york city, saving the world, based on novel or book, dystopia, post-apocalyptic future, lost civilisation, infection, matter of life and death, alone, helplessness, loneliness, zombie, virus, pandemic, pets, gloomy",en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",57.633,"Warner Bros. Pictures, Village Roadshow Pictures, Weed Road Pictures, Overbrook Entertainment, Heyday Films, Original Film",US,2007-12-12,585410052,101,en,Released,The last man on Earth is not alone,I Am Legend,7.209,15875
30000000,"Action, Crime, Thriller",https://www.lionsgate.com/movies/sicario,273481,"mission, assassin, central intelligence agency (cia), mexico, corruption, bomb, fbi, smoking, texas, border, manipulation, cynicism, revenge, murder, dirty cop, football (soccer), brutality, drugs, special forces, interrogation, desert, surveillance, night vision, death of daughter, moral dilemma, neo-noir, death of wife, mexican cartel, secret tunnel, violence, audacious, juárez, mexico",en,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,59.364,"Thunder Road, Black Label Media, Lionsgate, Redrum","MX, US",2015-09-17,84997446,122,"es, en",Released,The border is just another line to cross.,Sicario,7.411,8738
7000000,"Horror, Thriller, Adventure",https://www.uphe.com/movies/jaws,578,"dying and death, beach, based on novel or book, bathing, shipwreck, fishing, atlantic ocean, shark attack, police chief, ferry boat, animal attack, long island, new york, dead child, creature, skinny dipping, shark, great white shark, dead dog, child killed by animal, fourth of july, severed leg, fishing boat, animal horror, shark cage",en,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again.",56.608,"The Zanuck/Brown Company, Universal Pictures",US,1975-06-20,470653000,124,en,Released,The terrifying motion picture from the terrifying No.1 best seller.,Jaws,7.7,10609
55000000,"Romance, Drama",https://www.amazon.com/salp/challengers,937287,"infidelity, husband wife relationship, love triangle, sports, tennis, competition, eroticism, atlanta, tennis player, male friendship, rivalry, interracial marriage, tennis court, ex-boyfriend ex-girlfriend relationship, knee injury, new rochelle, new york, aggressive, prodigy, tennis pro, 2000s, codependency, 2010s, gay theme, female coach, psychosexual, sports drama, power dynamics, tense, disgusted",en,Challengers,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Major champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.",67.671,"Pascal Pictures, Why Are You Acting? Productions, Frenesy Film, Metro-Goldwyn-Mayer","IT, US",2024-04-18,94182533,132,"en, ro",Released,Her game. Her rules.,Challengers,7.0,2023
40000000,"Comedy, Romance",,9801,"london, england, jealousy, drug smuggling, homesickness, ex-boyfriend, bangkok, thailand, thailand, vacation, dating, falling in love, tv reporter, break-up, false accusations, boyfriend girlfriend relationship, woman director, tv host, innocent in jail, skiing, travel show, new relationship, barrister, co-worker, new assignment",en,Bridget Jones: The Edge of Reason,"Bridget Jones is working as a TV host and still dating her new love, barrister Mark Darcy, for a perfect six weeks. But Bridget is jealous of the time Mark spends with a gorgeous co-worker Rebecca and, despite a vacation meant to smooth things over, ends their relationship. On assignment in Thailand with her disreputable ex, Daniel Cleaver - claiming to be a reformed man - they have a short dalliance, and she is arrested at the airport and temporarily jailed on the false accusation of drug smuggling before Mark, seemingly indifferent, comes to the rescue.",58.858,"StudioCanal, Miramax, Working Title Films","GB, US, FR",2004-11-10,265126918,108,"de, th, en",Released,Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,6.2,2826
0,"Mystery, Drama, Romance, Thriller",https://www.incendo.ca/productions/wicked-minds,153104,"stepmother, murder, love affair",en,Wicked Minds,Holden returns home from college and is surprised to find his overpowering competitive father married to a much younger woman Lana. Holden quickly falls for the beauty and charisma of his step mother. A passionate affair begins between son and stepmother.,82.027,"Hearst Entertainment Productions, JB Media, Incendo Productions",CA,2003-03-01,0,93,en,Released,,Wicked Minds,6.474,39
23000000,"Romance, Comedy, Crime, Fantasy",,854,"dual identity, bank, superhero, mockery, transformation, villain, surrealism, based on comic, slapstick comedy, balloon, dog, urban setting, jail cell, wisecrack humor, super villain, norse mythology, supernatural power",en,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",56.35,"Dark Horse Entertainment, New Line Cinema",US,1994-07-29,351583407,101,"sv, en",Released,From zero to hero.,The Mask,6.957,10431
65000000,"Thriller, Action, Science Fiction",https://www.20thcenturystudios.com/movies/prey,766507,"hunter, native american, alien life-form, alien, prequel, decapitation, bear, dog, severed foot, bear attack, comanche, human vs alien, aggressive, indigenous peoples, severed arm, dog hero, great plains, suspenseful, audacious",en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",74.114,"20th Century Studios, Davis Entertainment, Lawrence Gordon Productions",US,2022-08-02,0,100,"en, fr",Released,They hunt to live. It lives to hunt.,Prey,7.7,6855
200000000,"Action, Adventure, Science Fiction",https://www.marvel.com/movies/iron-man-3,68721,"california, war on terror, superhero, malibu, based on comic, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu), christmas, america",en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",67.834,Marvel Studios,US,2013-04-18,1215577205,130,en,Released,Unleash the power behind the armor.,Iron Man 3,6.928,22346
25000000,"Action, Adventure, Science Fiction",https://a24films.com/films/everything-everywhere-all-at-once,545611,"mother, martial arts, kung fu, philosophy, generations conflict, chinese woman, surrealism, laundromat, chinese, east asian lead, divorce, family, lgbt, hot dog, asian woman, chinese immigrant, imaginative, mother daughter relationship, action comedy, loving, asian american, intergenerational trauma, internal revenue service, interdimensional travel, hilarious, 瞬息全宇宙",en,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",71.079,"IAC Films, AGBO, Ley Line Entertainment, Year of the Rat",US,2022-03-24,139200000,140,"cn, zh, en",Released,The universe is so much bigger than you realize.,Everything Everywhere All at Once,7.8,6799
300000000,"Action, Adventure, Science Fiction",http://www.justiceleaguethemovie.com,141052,"superhero, based on comic, super power, superhero team, aftercreditsstinger, duringcreditsstinger, dc extended universe (dceu)",en,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",77.037,"RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films",US,2017-11-15,661326987,120,en,Released,You can't save the world alone.,Justice League,6.1,13051
20000000,Comedy,https://www.sonypictures.com/movies/superbad,8363,"high school, police, alcohol, chaos, nerd, coming of age, school, los angeles, california, drugs, buddy, one night, fake id, serene, hilarious",en,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,66.029,"Columbia Pictures, Apatow Productions",US,2007-03-20,170800000,113,en,Released,Come and get some!,Superbad,7.255,7417
200000000,"Animation, Comedy, Fantasy, Adventure, Family",https://www.disneyplus.com/movies/luca/7K1HyQ6Hl16P,508943,"friendship, monster, italy, villain, coming of age, friends, bromance, sea monster, vespa, aftercreditsstinger, seaside town, 1950s, pasta, water, italian riviera, pesto",en,Luca,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,68.54,"Pixar, Walt Disney Pictures",US,2021-06-17,51074773,95,"en, it",Released,Prepare for an unforgettable trip.,Luca,7.8,8434
19000000,Comedy,,4247,"high school, psychopath, garage, satire, parody, crude humor, spoof, horror spoof, drugs, aftercreditsstinger, horror parody",en,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",61.261,"Brad Grey Pictures, Gold/Miller Productions, Wayans Bros. Entertainment, Dimension Films",US,2000-07-07,278019771,88,en,Released,No mercy. No shame. No sequel.,Scary Movie,6.365,7067
294700000,"Adventure, Action",https://movies.disney.com/indiana-jones-and-the-dial-of-destiny,335977,"treasure hunt, ancient rome, sequel, flashback, knife fight, archaeologist, adventurer, 1960s, nazi germany, action adventure",en,Indiana Jones and the Dial of Destiny,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",72.777,Lucasfilm Ltd.,US,2023-06-25,383963057,155,"en, ar, es, de, fr",Released,His final adventure will be his greatest.,Indiana Jones and the Dial of Destiny,6.6,3547
0,"Comedy, Drama, Romance",,112160,"virgin, husband wife relationship, sexual frustration, parent child relationship, grandparent grandchild relationship, sexuality, loss of virginity, family relationships, coming of age, crush, teenage boy, masturbation, peer pressure",fr,Chroniques sexuelles d'une famille d'aujourd'hui,Three generations of a French family open up about their sexual experiences and desires after young Romain is caught masturbating in his biology class.,68.187,"Toloda, Monkey Pack Films",FR,2012-05-09,0,85,fr,Released,,Sexual Chronicles of a French Family,5.387,368
